booking_id,sailing_id,booking_date,days_to_departure,channel,party_size,fare_paid_per_person,discount_flag,price_version,competitor_price_index,booking_segment
B00667,S037,2025-03-07,126,travel_agent,4,6996.87,0,P2,1.08,mid_booker
B00668,S037,2025-02-16,145,web,2,6781.49,0,P1,0.94,mid_booker
B00669,S037,2025-04-16,86,web,3,6925.45,0,P3,0.83,early_planner
B00670,S037,2025-03-13,120,direct,2,6124.73,1,P2,0.83,early_planner
B00671,S037,2025-03-24,109,direct,1,5407.45,1,P2,1.11,mid_booker
B00672,S037,2025-02-14,147,direct,2,5894.39,1,P1,0.91,mid_booker
B00673,S037,2025-04-03,99,direct,4,6822.97,0,P2,1.0,early_planner
B00674,S037,2025-01-13,179,direct,3,6949.84,0,P2,1.08,mid_booker
B00675,S037,2025-04-01,101,web,2,6639.92,0,P2,0.85,early_planner
B00676,S037,2025-04-22,80,direct,4,6916.26,0,P2,1.09,early_planner
B00677,S037,2025-02-21,140,direct,2,6880.19,0,P2,0.99,mid_booker
B00678,S037,2025-02-08,153,travel_agent,3,6767.62,0,P1,1.03,mid_booker
B00679,S037,2025-05-07,65,direct,2,6676.62,0,P3,0.92,mid_booker
B00680,S037,2025-02-06,155,direct,2,6945.19,0,P1,0.99,mid_booker
B00681,S037,2025-01-13,179,direct,2,7152.64,0,P1,1.06,mid_booker
B00682,S037,2025-03-03,130,travel_agent,2,7011.66,0,P1,0.9,mid_booker
B00683,S037,2025-03-07,126,web,2,7014.92,0,P1,1.03,mid_booker
B00684,S037,2025-04-27,75,web,3,5906.01,1,P2,1.06,early_planner
B00685,S037,2025-04-10,92,direct,4,7172.81,0,P1,0.96,early_planner
B00686,S037,2025-03-12,121,direct,3,7141.43,0,P1,0.86,early_planner
B00687,S037,2025-02-20,141,direct,2,7218.73,0,P2,0.83,mid_booker
B00688,S037,2025-04-04,98,direct,3,6629.74,0,P1,1.05,early_planner
B00689,S037,2025-04-17,85,direct,2,6793.98,0,P3,1.02,early_planner
B00690,S037,2025-03-27,106,web,2,7075.85,0,P1,0.91,early_planner
B00691,S037,2025-01-19,173,direct,2,7044.13,0,P1,0.97,early_planner
B00692,S037,2025-05-06,66,web,4,7075.47,0,P3,1.09,early_planner
B00693,S037,2025-05-17,55,direct,2,7296.03,0,P2,1.1,last_minute
B00694,S037,2025-05-30,42,web,2,5256.18,1,P2,0.84,mid_booker
B00695,S037,2025-06-28,13,web,4,7132.14,0,P2,0.93,last_minute
B00696,S037,2025-07-04,7,web,2,5225.68,1,P3,1.07,mid_booker
B00697,S037,2025-06-26,15,direct,2,7181.2,0,P2,1.11,last_minute
B00698,S037,2025-06-01,40,direct,2,5855.55,1,P2,0.86,last_minute
B00699,S037,2025-06-14,27,travel_agent,3,6106.28,1,P3,1.1,last_minute
B00700,S037,2025-06-21,20,direct,2,5584.42,1,P2,1.09,last_minute
B00701,S037,2025-07-11,0,direct,2,7293.24,0,P2,1.03,mid_booker
B00702,S037,2025-07-01,10,direct,2,5709.23,1,P2,0.89,last_minute
B00703,S037,2025-05-22,50,web,2,6902.15,0,P3,0.92,mid_booker
B00704,S037,2025-06-24,17,web,3,6688.23,0,P2,0.84,mid_booker
B00705,S037,2025-06-04,37,web,1,6774.66,0,P2,0.9,last_minute
B00706,S037,2025-07-04,7,direct,2,6945.71,0,P3,1.04,last_minute
B00707,S037,2025-06-16,25,direct,2,6709.64,0,P2,0.9,last_minute
B00708,S037,2025-05-22,50,direct,2,6768.84,0,P2,1.06,last_minute
B00709,S037,2025-06-26,15,travel_agent,2,6955.0,0,P3,1.09,last_minute
B00710,S037,2025-07-11,0,direct,3,7037.14,0,P3,1.05,last_minute
B00711,S037,2025-07-09,2,travel_agent,4,5788.66,1,P2,1.09,last_minute
B00712,S037,2025-06-04,37,travel_agent,2,5861.24,1,P2,0.89,last_minute
B00713,S037,2025-05-22,50,direct,4,6812.95,0,P2,0.96,mid_booker
B00714,S041,2025-01-09,198,travel_agent,3,6376.34,0,P1,0.98,early_planner
B00715,S041,2024-11-29,239,direct,2,6362.21,0,P1,1.1,loyal_guest
B00716,S041,2024-10-13,286,web,2,5997.03,0,P1,1.04,early_planner
B00717,S041,2024-11-06,262,direct,2,6481.61,0,P1,0.92,early_planner
B00718,S041,2024-12-01,237,travel_agent,2,5888.39,0,P1,1.06,early_planner
B00719,S041,2025-01-16,191,direct,2,6222.95,0,P1,0.83,early_planner
B00720,S041,2024-10-27,272,direct,2,6180.95,0,P1,0.95,early_planner
B00721,S041,2024-11-24,244,direct,2,6058.52,0,P1,1.02,early_planner
B00722,S041,2025-01-13,194,web,2,4969.24,1,P1,0.84,early_planner
B00723,S041,2025-01-04,203,direct,4,5916.58,0,P1,0.96,early_planner
B00724,S041,2024-10-20,279,direct,2,6295.71,0,P1,1.04,loyal_guest
B00725,S041,2024-11-14,254,web,2,6109.37,0,P1,0.84,early_planner
B00726,S041,2024-09-29,300,direct,2,6394.44,0,P1,1.06,loyal_guest
B00727,S041,2024-10-05,294,travel_agent,3,5961.81,0,P1,1.09,early_planner
B00728,S041,2024-10-30,269,direct,2,6015.73,0,P1,0.85,loyal_guest
B00729,S041,2025-03-19,129,web,3,6260.92,0,P2,0.96,mid_booker
B00730,S041,2025-05-10,77,travel_agent,2,6272.36,0,P2,1.01,mid_booker
B00731,S041,2025-04-07,110,direct,1,6433.72,0,P1,1.04,early_planner
B00732,S041,2025-04-05,112,travel_agent,2,4995.1,1,P1,1.05,early_planner
B00733,S041,2025-04-16,101,web,2,5251.44,1,P1,0.83,early_planner
B00734,S041,2025-03-31,117,web,2,6076.9,0,P2,1.06,early_planner
B00735,S041,2025-05-24,63,web,2,6238.7,0,P2,1.08,early_planner
B00736,S041,2025-05-05,82,direct,2,6183.06,0,P3,1.07,mid_booker
B00737,S041,2025-03-30,118,direct,3,6171.6,0,P2,0.97,mid_booker
B00738,S041,2025-03-13,135,direct,3,6335.39,0,P2,1.0,early_planner
B00739,S041,2025-02-02,174,web,1,6381.59,0,P2,0.85,early_planner
B00740,S041,2025-02-25,151,direct,3,6118.7,0,P1,1.0,mid_booker
B00741,S041,2025-02-02,174,direct,2,4849.29,1,P2,1.04,mid_booker
B00742,S041,2025-05-02,85,direct,3,6194.17,0,P2,0.94,mid_booker
B00743,S041,2025-02-04,172,travel_agent,3,5955.74,0,P1,1.06,early_planner
B00744,S041,2025-03-30,118,web,2,5127.81,1,P1,0.89,mid_booker
B00745,S041,2025-05-16,71,travel_agent,2,4766.15,1,P2,0.89,early_planner
B00746,S041,2025-04-25,92,direct,2,6209.84,0,P1,0.92,early_planner
B00747,S041,2025-04-16,101,direct,2,5914.79,0,P2,0.84,mid_booker
B00748,S041,2025-02-28,148,direct,2,6063.76,0,P2,1.06,mid_booker
B00749,S041,2025-06-15,41,direct,2,5322.08,1,P2,1.12,mid_booker
B00750,S041,2025-05-29,58,web,3,6226.59,0,P3,0.87,mid_booker
B00751,S041,2025-06-11,45,direct,1,5510.19,1,P3,0.99,last_minute
B00752,S041,2025-06-06,50,travel_agent,2,6304.74,0,P2,0.95,last_minute
B00753,S041,2025-07-16,10,web,2,5022.36,1,P3,1.01,last_minute
B00754,S041,2025-06-11,45,direct,1,6301.87,0,P2,1.12,last_minute
B00755,S041,2025-06-10,46,travel_agent,2,6456.04,0,P3,0.86,last_minute
B00756,S041,2025-07-19,7,direct,4,5368.41,1,P3,1.1,last_minute
B00757,S041,2025-07-21,5,direct,2,6090.87,0,P3,0.97,last_minute
B00758,S041,2025-07-19,7,direct,3,5131.54,1,P2,0.91,last_minute
B00759,S041,2025-06-11,45,direct,2,4816.57,1,P2,0.93,mid_booker
B00760,S041,2025-06-28,28,direct,2,6134.55,0,P3,0.9,last_minute
B00761,S041,2025-06-16,40,web,3,6097.31,0,P3,1.07,last_minute
B00762,S041,2025-07-03,23,travel_agent,1,5993.44,0,P2,1.05,mid_booker
B00763,S041,2025-07-21,5,web,2,6173.02,0,P2,1.08,last_minute
B00764,S041,2025-06-23,33,direct,1,5475.33,1,P3,0.93,mid_booker
B00765,S041,2025-06-11,45,direct,2,5447.29,1,P2,1.06,mid_booker
B00766,S021,2024-12-10,229,travel_agent,3,4098.11,1,P1,1.11,loyal_guest
B00767,S021,2024-11-11,258,travel_agent,2,5264.95,0,P1,1.02,early_planner
B00768,S021,2024-11-16,253,direct,4,5220.43,0,P1,0.85,early_planner
B00769,S021,2024-12-02,237,direct,1,5213.1,0,P1,1.01,early_planner
B00770,S021,2025-01-03,205,direct,2,5367.77,0,P1,0.88,early_planner
B00771,S021,2025-01-02,206,travel_agent,3,5273.89,0,P1,1.11,early_planner
B00772,S021,2024-11-02,267,direct,4,4031.86,1,P1,0.88,early_planner
B00773,S021,2024-10-08,292,web,3,5416.8,0,P1,0.94,early_planner
B00774,S021,2024-12-19,220,web,2,5243.62,0,P1,1.0,early_planner
B00775,S021,2024-12-21,218,direct,4,5511.3,0,P1,0.94,early_planner
B00776,S021,2024-11-17,252,web,1,5391.2,0,P1,1.07,loyal_guest
B00777,S021,2024-10-19,281,web,4,5301.1,0,P1,1.02,loyal_guest
B00778,S021,2024-10-04,296,direct,2,5147.87,0,P1,0.87,loyal_guest
B00779,S021,2024-11-03,266,direct,4,5320.91,0,P1,0.93,early_planner
B00780,S021,2024-12-21,218,travel_agent,2,4596.23,1,P1,1.03,early_planner
B00781,S021,2024-10-03,297,direct,3,5134.42,0,P1,1.06,early_planner
B00782,S021,2024-09-30,300,direct,2,5177.34,0,P1,0.88,early_planner
B00783,S021,2024-10-01,299,travel_agent,4,5214.21,0,P1,0.96,loyal_guest
B00784,S021,2024-12-04,235,direct,4,5107.91,0,P1,1.07,early_planner
B00785,S021,2024-10-29,271,travel_agent,2,5428.07,0,P1,0.87,early_planner
B00786,S021,2024-10-03,297,direct,2,5389.48,0,P1,1.08,loyal_guest
B00787,S021,2024-12-15,224,travel_agent,1,5202.18,0,P1,0.93,loyal_guest
B00788,S021,2025-01-17,191,direct,1,5416.38,0,P1,0.96,early_planner
B00789,S021,2024-11-15,254,web,2,5332.29,0,P1,1.14,early_planner
B00790,S021,2025-01-27,181,travel_agent,2,5419.02,0,P1,0.93,loyal_guest
B00791,S021,2024-11-11,258,direct,3,5391.02,0,P1,1.07,loyal_guest
B00792,S021,2024-11-24,245,direct,4,5360.09,0,P1,0.9,loyal_guest
B00793,S021,2024-12-08,231,direct,4,4680.39,1,P1,0.97,loyal_guest
B00794,S021,2024-10-12,288,direct,1,5112.41,0,P1,0.93,early_planner
B00795,S021,2025-01-12,196,direct,4,5026.92,0,P1,1.03,early_planner
B00796,S021,2024-10-11,289,direct,1,5042.44,0,P1,1.03,early_planner
B00797,S021,2024-12-22,217,travel_agent,2,5130.25,0,P1,0.99,early_planner
B00798,S021,2025-01-21,187,web,2,5361.11,0,P1,1.05,early_planner
B00799,S021,2024-12-12,227,web,1,5142.85,0,P1,0.87,early_planner
B00800,S021,2024-10-05,295,travel_agent,2,5424.53,0,P1,0.9,early_planner
B00801,S021,2024-11-19,250,travel_agent,2,5090.86,0,P1,1.0,early_planner
B00802,S021,2025-05-22,66,direct,1,5052.89,0,P3,1.06,early_planner
B00803,S021,2025-05-28,60,direct,4,4159.97,1,P3,0.86,last_minute
B00804,S021,2025-02-27,150,web,2,5487.7,0,P2,0.93,mid_booker
B00805,S021,2025-03-18,131,direct,3,5268.09,0,P2,0.99,mid_booker
B00806,S021,2025-02-12,165,web,2,5199.21,0,P2,0.89,mid_booker
B00807,S021,2025-04-13,105,direct,2,5207.72,0,P1,0.96,mid_booker
B00808,S021,2025-05-14,74,travel_agent,4,5149.52,0,P2,0.9,early_planner
B00809,S021,2025-02-07,170,travel_agent,1,5363.03,0,P1,1.04,mid_booker
B00810,S021,2025-04-22,96,direct,4,5227.38,0,P1,0.89,early_planner
B00811,S021,2025-02-07,170,web,2,5122.44,0,P2,0.87,mid_booker
B00812,S021,2025-05-25,63,direct,2,5435.82,0,P3,1.14,early_planner
B00813,S021,2025-04-28,90,travel_agent,4,4112.44,1,P2,0.97,early_planner
B00814,S021,2025-04-03,115,direct,2,5279.23,0,P1,1.13,early_planner
B00815,S021,2025-02-28,149,direct,1,5244.86,0,P1,0.92,mid_booker
B00816,S021,2025-03-14,135,travel_agent,3,5023.28,0,P2,1.1,early_planner
B00817,S021,2025-04-08,110,direct,1,5307.89,0,P1,0.88,mid_booker
B00818,S021,2025-03-09,140,direct,2,5221.19,0,P2,0.95,mid_booker
B00819,S021,2025-04-18,100,direct,1,5414.17,0,P1,1.03,mid_booker
B00820,S021,2025-02-26,151,direct,2,5395.47,0,P1,1.06,mid_booker
B00821,S021,2025-04-10,108,travel_agent,2,5303.12,0,P1,0.88,mid_booker
B00822,S021,2025-04-07,111,web,2,4349.78,1,P1,0.85,early_planner
B00823,S021,2025-04-10,108,direct,4,5413.72,0,P2,1.06,early_planner
B00824,S021,2025-04-03,115,direct,3,5233.92,0,P1,1.13,mid_booker
B00825,S021,2025-03-20,129,web,2,5259.94,0,P1,1.04,mid_booker
B00826,S021,2025-05-01,87,web,3,4548.08,1,P2,1.15,early_planner
B00827,S021,2025-03-05,144,direct,2,5241.18,0,P1,0.93,early_planner
B00828,S021,2025-05-06,82,direct,1,5506.47,0,P3,1.0,early_planner
B00829,S021,2025-03-29,120,travel_agent,1,5146.94,0,P2,0.93,mid_booker
B00830,S021,2025-05-11,77,travel_agent,3,4692.61,1,P2,0.9,early_planner
B00831,S021,2025-05-04,84,travel_agent,2,4027.78,1,P3,1.03,mid_booker
B00832,S021,2025-03-18,131,direct,1,5469.54,0,P1,1.08,mid_booker
B00833,S021,2025-04-09,109,direct,2,5214.03,0,P1,0.96,early_planner
B00834,S021,2025-02-10,167,travel_agent,2,5025.58,0,P2,0.89,mid_booker
B00835,S021,2025-01-30,178,direct,2,5068.75,0,P1,1.04,mid_booker
B00836,S021,2025-04-12,106,travel_agent,2,4187.85,1,P1,0.93,early_planner
B00837,S021,2025-02-10,167,direct,4,5396.94,0,P1,1.12,mid_booker
B00838,S021,2025-07-01,26,travel_agent,2,5473.33,0,P2,0.88,mid_booker
B00839,S021,2025-07-18,9,direct,2,5437.26,0,P3,0.85,last_minute
B00840,S021,2025-07-09,18,travel_agent,1,4276.8,1,P2,1.12,last_minute
B00841,S021,2025-06-02,55,travel_agent,4,4362.66,1,P2,0.98,last_minute
B00842,S021,2025-06-15,42,travel_agent,2,5234.98,0,P2,0.87,last_minute
B00843,S021,2025-07-19,8,web,2,4500.62,1,P2,0.85,mid_booker
B00844,S021,2025-07-19,8,direct,4,5448.27,0,P2,1.14,last_minute
B00845,S021,2025-07-27,0,direct,4,5412.47,0,P3,1.04,mid_booker
B00846,S021,2025-07-23,4,travel_agent,2,4029.08,1,P3,1.01,last_minute
B00847,S021,2025-06-16,41,web,4,5319.18,0,P2,1.09,last_minute
B00848,S021,2025-07-26,1,travel_agent,2,5267.75,0,P3,1.12,last_minute
B00849,S021,2025-07-18,9,direct,3,5018.5,0,P3,0.9,mid_booker
B00850,S021,2025-06-11,46,travel_agent,4,5104.68,0,P3,0.92,last_minute
B00851,S021,2025-06-01,56,web,2,5302.14,0,P2,1.08,last_minute
B00852,S021,2025-06-26,31,web,2,5261.88,0,P3,0.93,last_minute
B00853,S021,2025-06-15,42,web,2,5260.76,0,P2,0.99,mid_booker
B00854,S021,2025-06-30,27,direct,1,5417.75,0,P2,0.91,last_minute
B00855,S021,2025-07-19,8,direct,4,5091.06,0,P2,0.88,last_minute
B00856,S021,2025-07-22,5,direct,2,4615.26,1,P2,1.01,mid_booker
B00857,S033,2024-11-02,267,direct,2,8210.99,0,P1,1.1,loyal_guest
B00858,S033,2024-11-20,249,travel_agent,2,7480.26,0,P1,0.94,early_planner
B00859,S033,2024-10-01,299,web,2,7608.84,0,P1,1.06,loyal_guest
B00860,S033,2025-01-12,196,web,1,6528.65,1,P1,1.14,loyal_guest
B00861,S033,2024-11-29,240,travel_agent,2,7765.18,0,P1,1.0,early_planner
B00862,S033,2024-12-15,224,web,4,8208.6,0,P1,1.01,loyal_guest
B00863,S033,2024-12-06,233,direct,3,7819.55,0,P1,0.94,loyal_guest
B00864,S033,2024-12-03,236,travel_agent,1,8171.08,0,P1,0.95,early_planner
B00865,S033,2024-10-26,274,direct,2,6408.07,1,P1,0.94,early_planner
B00866,S033,2024-11-07,262,direct,2,7703.87,0,P1,1.03,early_planner
B00867,S033,2025-01-26,182,direct,3,7513.53,0,P1,1.1,loyal_guest
B00868,S033,2024-12-22,217,direct,4,7832.52,0,P1,1.03,loyal_guest
B00869,S033,2025-01-04,204,travel_agent,2,7563.99,0,P1,1.11,early_planner
B00870,S033,2025-01-20,188,direct,2,6650.37,1,P1,0.94,early_planner
B00871,S033,2025-01-26,182,web,2,7796.27,0,P1,1.15,early_planner
B00872,S033,2024-10-09,291,direct,3,8208.76,0,P1,0.98,early_planner
B00873,S033,2024-10-18,282,web,1,7560.61,0,P1,0.94,loyal_guest
B00874,S033,2024-12-30,209,travel_agent,4,7911.09,0,P1,0.96,early_planner
B00875,S033,2024-10-14,286,direct,2,7772.98,0,P1,1.02,loyal_guest
B00876,S033,2024-11-23,246,web,3,7747.31,0,P1,1.02,early_planner
B00877,S033,2024-11-07,262,direct,2,7886.48,0,P1,0.99,early_planner
B00878,S033,2024-12-17,222,direct,4,8197.52,0,P1,1.1,early_planner
B00879,S033,2024-12-07,232,direct,1,7673.55,0,P1,0.9,loyal_guest
B00880,S033,2024-11-15,254,web,3,6729.99,1,P1,1.15,early_planner
B00881,S033,2024-12-16,223,travel_agent,4,7789.88,0,P1,0.93,loyal_guest
B00882,S033,2024-11-06,263,web,2,7740.59,0,P1,1.07,early_planner
B00883,S033,2024-11-07,262,direct,2,7562.57,0,P1,0.99,loyal_guest
B00884,S033,2024-10-20,280,direct,2,7661.77,0,P1,0.98,early_planner
B00885,S033,2025-04-17,101,direct,1,7948.93,0,P1,1.0,mid_booker
B00886,S033,2025-03-27,122,web,2,7579.03,0,P2,1.11,mid_booker
B00887,S033,2025-03-14,135,direct,1,7987.66,0,P1,1.01,mid_booker
B00888,S033,2025-03-04,145,direct,2,6725.05,1,P2,0.97,early_planner
B00889,S033,2025-02-28,149,direct,2,7621.35,0,P1,1.09,mid_booker
B00890,S033,2025-03-22,127,web,2,7507.9,0,P1,1.13,mid_booker
B00891,S033,2025-02-10,167,web,2,7556.99,0,P2,1.12,mid_booker
B00892,S033,2025-03-19,130,direct,4,7470.55,0,P1,0.92,mid_booker
B00893,S033,2025-04-02,116,direct,1,7546.27,0,P1,1.14,mid_booker
B00894,S033,2025-03-31,118,direct,4,6486.52,1,P2,0.86,early_planner
B00895,S033,2025-04-20,98,direct,2,7494.46,0,P1,1.12,early_planner
B00896,S033,2025-03-17,132,direct,2,8039.57,0,P1,1.13,early_planner
B00897,S033,2025-05-12,76,web,2,7470.94,0,P2,1.1,mid_booker
B00898,S033,2025-02-03,174,direct,3,7840.5,0,P1,1.0,early_planner
B00899,S033,2025-02-16,161,direct,4,7862.61,0,P1,1.14,early_planner
B00900,S033,2025-04-19,99,direct,2,6804.32,1,P2,0.96,mid_booker
B00901,S033,2025-05-07,81,direct,3,7532.14,0,P3,1.14,mid_booker
B00902,S033,2025-02-16,161,direct,2,7536.47,0,P2,0.89,early_planner
B00903,S033,2025-04-25,93,direct,2,8000.51,0,P1,0.87,mid_booker
B00904,S033,2025-04-29,89,direct,3,6349.94,1,P3,1.06,mid_booker
B00905,S033,2025-03-28,121,travel_agent,4,8220.21,0,P2,0.91,early_planner
B00906,S033,2025-04-11,107,travel_agent,3,7458.02,0,P2,1.05,mid_booker
B00907,S033,2025-07-09,18,direct,4,7514.64,0,P2,0.97,mid_booker
B00908,S033,2025-06-08,49,web,2,8214.64,0,P2,0.96,last_minute
B00909,S033,2025-06-03,54,travel_agent,2,8224.68,0,P2,0.92,last_minute
B00910,S033,2025-07-24,3,travel_agent,2,8048.52,0,P3,1.08,mid_booker
B00911,S033,2025-07-18,9,web,2,7920.88,0,P3,1.15,mid_booker
B00912,S033,2025-07-05,22,direct,1,7532.7,0,P3,1.0,last_minute
B00913,S033,2025-07-09,18,direct,2,6993.85,1,P2,1.0,last_minute
B00914,S033,2025-06-28,29,direct,4,7704.33,0,P3,1.04,last_minute
B00915,S033,2025-07-17,10,travel_agent,2,8049.78,0,P3,0.91,mid_booker
B00916,S033,2025-06-18,39,travel_agent,1,7873.27,0,P2,1.14,last_minute
B00917,S033,2025-05-29,59,direct,2,7694.61,0,P3,0.98,last_minute
B00918,S033,2025-07-17,10,travel_agent,2,8122.52,0,P3,1.12,last_minute
B00919,S033,2025-06-12,45,travel_agent,4,6214.31,1,P3,1.08,mid_booker
B00920,S033,2025-06-23,34,direct,2,7870.88,0,P3,0.99,last_minute
B00921,S046,2024-11-24,255,web,1,5355.79,0,P1,1.0,early_planner
B00922,S046,2024-12-21,228,travel_agent,2,5213.47,0,P1,1.13,early_planner
B00923,S046,2024-11-21,258,direct,2,5327.34,0,P1,0.86,loyal_guest
B00924,S046,2024-11-13,266,web,2,5328.96,0,P1,1.03,early_planner
B00925,S046,2024-12-24,225,direct,2,5013.87,0,P1,1.02,early_planner
B00926,S046,2024-11-01,278,direct,4,5063.26,0,P1,1.0,early_planner
B00927,S046,2025-01-02,216,travel_agent,2,4958.56,0,P1,0.93,early_planner
B00928,S046,2024-12-28,221,web,2,5320.79,0,P1,1.03,early_planner
B00929,S046,2025-01-31,187,travel_agent,4,5071.54,0,P1,0.95,early_planner
B00930,S046,2025-02-04,183,direct,3,5002.93,0,P1,0.84,loyal_guest
B00931,S046,2024-11-24,255,web,4,5251.1,0,P1,1.08,early_planner
B00932,S046,2025-02-02,185,direct,3,5227.13,0,P1,1.06,early_planner
B00933,S046,2025-01-22,196,web,2,5148.61,0,P1,0.9,loyal_guest
B00934,S046,2024-10-23,287,direct,2,5354.14,0,P1,1.1,loyal_guest
B00935,S046,2024-12-23,226,direct,2,5057.94,0,P1,0.88,loyal_guest
B00936,S046,2025-04-24,104,travel_agent,2,4987.1,0,P1,0.9,mid_booker
B00937,S046,2025-02-24,163,direct,1,5134.99,0,P1,0.89,mid_booker
B00938,S046,2025-03-05,154,travel_agent,1,5324.87,0,P1,1.02,early_planner
B00939,S046,2025-03-25,134,travel_agent,2,3956.23,1,P2,1.01,early_planner
B00940,S046,2025-06-04,63,direct,2,5367.34,0,P3,1.11,mid_booker
B00941,S046,2025-03-02,157,web,2,4081.83,1,P1,0.99,mid_booker
B00942,S046,2025-02-13,174,web,3,5032.64,0,P1,1.06,mid_booker
B00943,S046,2025-03-19,140,direct,1,5326.06,0,P1,1.11,early_planner
B00944,S046,2025-04-25,103,direct,2,5410.86,0,P2,0.95,mid_booker
B00945,S046,2025-04-20,108,travel_agent,4,5271.16,0,P1,0.92,mid_booker
B00946,S046,2025-05-26,72,web,2,4435.9,1,P2,0.94,mid_booker
B00947,S046,2025-04-14,114,direct,4,3901.73,1,P1,1.08,mid_booker
B00948,S046,2025-04-24,104,web,4,5256.68,0,P2,1.0,mid_booker
B00949,S046,2025-04-23,105,web,2,3979.14,1,P2,0.95,mid_booker
B00950,S046,2025-04-16,112,travel_agent,4,4013.44,1,P1,0.92,early_planner
B00951,S046,2025-04-24,104,direct,2,5329.37,0,P2,1.07,mid_booker
B00952,S046,2025-05-31,67,direct,4,5123.02,0,P3,1.05,early_planner
B00953,S046,2025-03-15,144,web,2,4943.9,0,P2,1.01,mid_booker
B00954,S046,2025-05-07,91,direct,1,5303.39,0,P1,1.02,mid_booker
B00955,S046,2025-05-07,91,direct,2,5234.3,0,P2,1.0,early_planner
B00956,S046,2025-07-22,15,travel_agent,2,5410.72,0,P2,1.08,mid_booker
B00957,S046,2025-06-26,41,web,2,5361.03,0,P2,0.91,mid_booker
B00958,S046,2025-07-18,19,direct,1,4329.88,1,P2,0.95,last_minute
B00959,S046,2025-06-30,37,direct,2,5386.66,0,P2,1.1,last_minute
B00960,S046,2025-08-01,5,web,2,4996.81,0,P3,1.02,mid_booker
B00961,S046,2025-06-09,58,travel_agent,2,4365.99,1,P2,0.83,mid_booker
B00962,S046,2025-06-23,44,web,2,5164.98,0,P2,1.04,last_minute
B00963,S046,2025-08-02,4,direct,2,5107.06,0,P3,1.09,mid_booker
B00964,S046,2025-06-12,55,direct,2,5007.46,0,P2,0.95,last_minute
B00965,S046,2025-07-18,19,travel_agent,1,5031.3,0,P3,1.1,last_minute
B00966,S046,2025-07-30,7,direct,4,4547.94,1,P3,1.12,last_minute
B00967,S046,2025-07-16,21,direct,1,5128.36,0,P3,0.85,mid_booker
B00968,S046,2025-07-27,10,direct,1,4469.15,1,P3,1.13,mid_booker
B00969,S046,2025-08-05,1,web,2,4170.84,1,P3,1.12,mid_booker
B00970,S046,2025-07-03,34,travel_agent,2,5198.78,0,P2,0.91,mid_booker
B00971,S046,2025-07-17,20,direct,2,4977.78,0,P3,1.04,last_minute
B00972,S046,2025-08-04,2,web,2,4616.97,1,P2,0.98,last_minute
B00973,S027,2024-10-21,292,travel_agent,2,9786.24,0,P1,1.14,early_planner
B00974,S027,2025-01-08,213,direct,1,10453.31,0,P1,1.1,early_planner
B00975,S027,2024-11-24,258,web,3,10209.75,0,P1,0.99,loyal_guest
B00976,S027,2024-10-27,286,travel_agent,2,9831.39,0,P1,0.86,loyal_guest
B00977,S027,2024-11-05,277,direct,2,10501.92,0,P1,1.12,loyal_guest
B00978,S027,2024-10-15,298,direct,3,10303.62,0,P1,0.93,early_planner
B00979,S027,2025-01-08,213,direct,2,9883.37,0,P1,0.97,early_planner
B00980,S027,2024-12-06,246,web,4,7723.03,1,P1,0.9,early_planner
B00981,S027,2025-01-01,220,travel_agent,4,10156.1,0,P1,0.89,early_planner
B00982,S027,2024-12-17,235,web,4,9812.06,0,P1,1.06,early_planner
B00983,S027,2024-10-19,294,travel_agent,2,8450.5,1,P1,0.91,early_planner
B00984,S027,2025-01-20,201,web,3,10102.36,0,P1,0.88,early_planner
B00985,S027,2025-01-01,220,web,2,10132.71,0,P1,0.88,loyal_guest
B00986,S027,2024-11-08,274,direct,2,10149.64,0,P1,1.06,early_planner
B00987,S027,2024-12-10,242,direct,2,9581.1,0,P1,1.09,early_planner
B00988,S027,2024-11-05,277,web,3,9802.37,0,P1,0.92,early_planner
B00989,S027,2025-01-22,199,travel_agent,2,8886.98,1,P1,0.86,early_planner
B00990,S027,2024-12-01,251,web,2,8010.32,1,P1,1.02,early_planner
B00991,S027,2024-10-24,289,travel_agent,2,10270.7,0,P1,0.85,loyal_guest
B00992,S027,2024-10-15,298,web,2,10344.98,0,P1,0.86,early_planner
B00993,S027,2024-11-18,264,web,2,9956.99,0,P1,1.05,loyal_guest
B00994,S027,2024-11-21,261,direct,4,10373.42,0,P1,0.91,early_planner
B00995,S027,2024-10-31,282,direct,1,9761.27,0,P1,1.05,early_planner
B00996,S027,2024-12-16,236,travel_agent,4,9515.21,0,P1,1.05,early_planner
B00997,S027,2025-02-04,186,web,4,10103.91,0,P1,1.0,loyal_guest
B00998,S027,2025-01-17,204,direct,2,10192.33,0,P1,0.97,early_planner
B00999,S027,2025-01-22,199,direct,1,8715.54,1,P1,1.09,loyal_guest
B01000,S027,2025-02-04,186,direct,1,10150.65,0,P1,1.04,early_planner
B01001,S027,2025-01-12,209,direct,2,9965.42,0,P1,0.99,early_planner
B01002,S027,2025-01-18,203,travel_agent,1,10240.83,0,P1,0.98,early_planner
B01003,S027,2025-02-06,184,travel_agent,1,10087.24,0,P1,0.91,loyal_guest
B01004,S027,2024-12-12,240,travel_agent,2,9604.58,0,P1,1.1,early_planner
B01005,S027,2025-01-08,213,direct,2,10097.86,0,P1,1.02,early_planner
